,Planet Name,Planet Mass,Planet Radius,Distance from Earth,Star Name,Equilibrium Temperature,Stellar Temperature,Stellar Radius,Distance from Host Star,Number of Planets in System,Habitability
246,Kepler-1173 b,0.64,0.89,377.06,Kepler-1173,1650.0,5173.0,0.822,0.0157,0,1
247,Kepler-1174 b,3.15,1.59,1408.75,Kepler-1174,1156.0,5862.0,1.463,0.0732,0,1
248,Kepler-1175 b,9.22,2.99,1121.89,Kepler-1175,515.0,5861.0,0.865,0.2181,0,1
249,Kepler-1176 b,6.57,2.45,864.699,Kepler-1176,595.0,5468.0,0.968,0.1589,0,1
250,Kepler-1177 b,4.27,1.9,1299.97,Kepler-1177,377.0,5679.0,0.972,0.4301,0,1
251,Kepler-1178 b,1.24,1.07,482.287,Kepler-1178,378.0,4729.0,0.525,0.1596,0,1
252,Kepler-1179 b,2.3,1.32,415.205,Kepler-1179,1137.0,5266.0,0.829,0.0346,0,1
253,Kepler-118 b,4.5,1.96,574.228,Kepler-118,784.0,5064.0,0.864,0.073,0,2
254,Kepler-118 c,45.7,7.68,574.228,Kepler-118,564.0,5064.0,0.864,0.141,0,2
255,Kepler-1180 b,4.62,1.99,1596.8,Kepler-1180,765.0,6205.0,0.973,0.1246,0,1
256,Kepler-1181 b,3.09,1.57,938.417,Kepler-1181,1374.0,6688.0,1.347,0.0621,0,1
257,Kepler-1182 b,6.39,2.41,1545.39,Kepler-1182,796.0,5911.0,0.914,0.0981,0,1
258,Kepler-1183 b,8.35,2.82,1919.19,Kepler-1183,555.0,5712.0,0.87,0.1793,0,1
259,Kepler-1184 b,7.65,2.68,1157.84,Kepler-1184,529.0,6319.0,1.032,0.2863,0,1
260,Kepler-1185 b,2.33,1.33,459.273,Kepler-1185,355.0,5650.0,0.87,0.4297,0,1
261,Kepler-1186 b,5.6,2.23,1337.25,Kepler-1186,724.0,5957.0,0.971,0.1281,0,1
262,Kepler-1187 b,7.32,2.61,1020.53,Kepler-1187,701.0,6103.0,0.949,0.1401,0,1
263,Kepler-1188 b,4.98,2.08,1717.48,Kepler-1188,775.0,6218.0,1.077,0.135,0,1
264,Kepler-1189 b,3.78,1.77,782.852,Kepler-1189,1158.0,5560.0,1.04,0.0467,0,1
265,Kepler-119 b,12.6,3.6,701.996,Kepler-119,1213.0,5598.0,0.83,0.035,0,2
266,Kepler-119 c,0.721,0.92,701.996,Kepler-119,1016.0,5598.0,0.83,0.049,0,2
267,Kepler-1190 b,2.33,1.33,342.509,Kepler-1190,609.0,4641.0,0.747,0.0845,0,1
268,Kepler-1191 b,2.89,1.51,955.536,Kepler-1191,952.0,5288.0,0.978,0.0587,0,1
269,Kepler-1192 b,6.17,2.36,1304.19,Kepler-1192,600.0,5831.0,0.921,0.1693,0,1
270,Kepler-1193 b,2.3,1.32,802.116,Kepler-1193,1453.0,5865.0,1.272,0.0403,0,1
271,Kepler-1194 b,2.89,1.51,757.382,Kepler-1194,676.0,5547.0,0.925,0.1212,0,1
272,Kepler-1195 b,4.98,2.08,918.566,Kepler-1195,702.0,5093.0,0.709,0.0726,0,1
273,Kepler-1196 b,5.6,2.23,922.333,Kepler-1196,436.0,5640.0,0.978,0.3179,0,1
274,Kepler-1197 b,2.1,1.25,486.94,Kepler-1197,1011.0,4670.0,0.682,0.0283,0,1
275,Kepler-1198 b,2.76,1.47,743.03,Kepler-1198,830.0,5344.0,0.907,0.0732,0,1
276,Kepler-1199 b,1.6,1.15,563.493,Kepler-1199,931.0,5798.0,1.525,0.1152,0,1
277,Kepler-12 b,137.30256,19.661,881.386,Kepler-12,1338.0,5953.0,1.415,0.0553,0,1
278,Kepler-120 b,8.5,2.15,388.63,Kepler-120,575.0,4090.0,0.571,0.055,0,2
279,Kepler-120 c,2.96,1.53,388.63,Kepler-120,455.0,4090.0,0.571,0.088,0,2
280,Kepler-1200 b,1.2,1.06,588.715,Kepler-1200,1174.0,4496.0,0.658,0.0188,0,1
281,Kepler-1201 b,5.86,2.29,944.241,Kepler-1201,789.0,6136.0,1.005,0.1183,0,1
282,Kepler-1202 b,8.96,2.94,1175.38,Kepler-1202,547.0,5726.0,0.838,0.179,0,1
283,Kepler-1203 b,1.2,1.06,317.022,Kepler-1203,1188.0,3814.0,0.57,0.0114,0,1
284,Kepler-1204 b,9.53,3.05,1175.22,Kepler-1204,448.0,6096.0,1.077,0.3877,0,1
285,Kepler-1205 b,2.57,1.41,698.485,Kepler-1205,1667.0,5325.0,0.985,0.0196,0,1
286,Kepler-1206 b,3.33,1.64,762.019,Kepler-1206,1314.0,4859.0,0.757,0.0201,0,1
287,Kepler-1207 b,3.26,1.62,1754.19,Kepler-1207,802.0,6102.0,1.026,0.1156,0,1
288,Kepler-1208 b,5.99,2.32,825.176,Kepler-1208,665.0,5080.0,0.793,0.0901,0,1
289,Kepler-1209 b,2.89,1.51,505.531,Kepler-1209,755.0,6126.0,1.406,0.18,0,1
290,Kepler-121 b,6.08,2.34,510.523,Kepler-121,997.0,5303.0,0.708,0.039,0,2
291,Kepler-121 c,5.77,2.27,510.523,Kepler-121,425.0,5303.0,0.708,0.216,0,2
292,Kepler-1210 b,3.53,1.7,1176.53,Kepler-1210,856.0,5766.0,0.853,0.0753,0,1
293,Kepler-1211 b,7.04,2.55,1826.53,Kepler-1211,840.0,6075.0,0.969,0.0985,0,1
294,Kepler-1212 b,5.22,2.14,1316.57,Kepler-1212,795.0,6119.0,0.938,0.1082,0,1
295,Kepler-1213 b,1.81,1.19,807.812,Kepler-1213,1156.0,6074.0,1.183,0.0635,0,1
296,Kepler-1214 b,6.17,2.36,729.227,Kepler-1214,591.0,5215.0,0.845,0.128,0,1
297,Kepler-1215 b,1.98,1.22,661.022,Kepler-1215,1046.0,5629.0,0.937,0.0528,0,1
298,Kepler-1216 b,2.51,1.39,1258.36,Kepler-1216,1191.0,5657.0,1.182,0.0519,0,1
299,Kepler-1217 b,4.62,1.99,1347.71,Kepler-1217,1542.0,6156.0,1.05,0.0326,0,1
300,Kepler-1218 b,2.67,1.44,840.503,Kepler-1218,684.0,5897.0,1.081,0.1564,0,1
301,Kepler-1219 b,5.14,2.12,880.895,Kepler-1219,1159.0,5822.0,2.886,0.1418,0,1
302,Kepler-122 b,6.08,2.34,1027.45,Kepler-122,1159.0,6038.0,1.191,0.064,0,4
303,Kepler-122 c,29.0,5.87,1027.45,Kepler-122,897.0,6038.0,1.191,0.108,0,4
304,Kepler-122 d,5.48,2.2,1027.45,Kepler-122,747.0,6038.0,1.191,0.155,0,4
305,Kepler-122 e,27.7,2.6,1027.45,Kepler-122,618.0,6038.0,1.191,0.227,0,4
306,Kepler-1220 b,2.92,1.52,961.907,Kepler-1220,899.0,5573.0,0.982,0.0734,0,1
307,Kepler-1221 b,4.19,1.88,913.65,Kepler-1221,632.0,5195.0,0.69,0.0906,0,1
308,Kepler-1222 b,0.418,0.79,415.218,Kepler-1222,1246.0,5083.0,0.872,0.0282,0,1
309,Kepler-1223 b,1.98,1.22,459.957,Kepler-1223,557.0,4873.0,0.796,0.1186,0,1
310,Kepler-1224 b,2.33,1.33,559.598,Kepler-1224,872.0,6113.0,1.218,0.1165,0,1
311,Kepler-1225 b,3.97,1.82,1347.52,Kepler-1225,1453.0,5814.0,2.476,0.0771,0,1
312,Kepler-1226 b,2.7,1.45,1125.72,Kepler-1226,809.0,5936.0,1.299,0.1361,0,1
313,Kepler-1227 b,5.86,2.29,623.706,Kepler-1227,369.0,5632.0,0.904,0.4092,0,1
314,Kepler-1228 b,2.99,1.54,515.453,Kepler-1228,1757.0,5255.0,0.716,0.0125,0,1
315,Kepler-1229 b,2.54,1.4,265.482,Kepler-1229,196.0,3576.0,0.463,0.3006,0,1
316,Kepler-123 b,55.3,2.94,1021.66,Kepler-123,817.0,6086.0,1.216,0.135,0,2
317,Kepler-123 c,2.79,1.48,1021.66,Kepler-123,706.0,6086.0,1.216,0.181,0,2
318,Kepler-1230 b,7.8,2.71,1364.22,Kepler-1230,946.0,6165.0,1.115,0.0921,0,1
319,Kepler-1231 b,2.6,1.42,987.237,Kepler-1231,870.0,5557.0,1.151,0.0914,0,1
320,Kepler-1232 b,4.38,1.93,632.865,Kepler-1232,523.0,5242.0,0.856,0.1673,0,1
321,Kepler-1233 b,7.27,2.6,1178.7,Kepler-1233,604.0,6499.0,1.169,0.263,0,1
322,Kepler-1234 b,8.3,2.81,916.749,Kepler-1234,625.0,5073.0,0.748,0.096,0,1
323,Kepler-1235 b,0.418,0.79,540.604,Kepler-1235,985.0,5481.0,0.815,0.0491,0,1
324,Kepler-1236 b,5.22,2.14,999.64,Kepler-1236,480.0,5395.0,0.734,0.1803,0,1
325,Kepler-1237 b,8.55,2.86,1064.31,Kepler-1237,366.0,5418.0,0.888,0.3778,0,1
326,Kepler-1238 b,4.38,1.93,1632.13,Kepler-1238,1389.0,6150.0,1.417,0.0541,0,1
327,Kepler-1239 b,8.75,2.9,2140.6,Kepler-1239,1183.0,6321.0,1.125,0.0625,0,1
328,Kepler-124 b,0.315,0.73,420.046,Kepler-124,892.0,4983.0,0.651,0.039,0,3
329,Kepler-124 c,3.71,1.75,420.046,Kepler-124,560.0,4983.0,0.651,0.1,0,3
330,Kepler-124 d,1.41,1.11,420.046,Kepler-124,428.0,4983.0,0.651,0.17,0,3
331,Kepler-1240 b,1.6,1.15,862.186,Kepler-1240,1121.0,5688.0,1.111,0.0557,0,1
332,Kepler-1241 b,7.41,2.63,968.722,Kepler-1241,612.0,5569.0,0.829,0.1336,0,1
333,Kepler-1242 b,5.73,2.26,687.615,Kepler-1242,639.0,5052.0,0.855,0.1039,0,1
334,Kepler-1243 b,3.71,1.75,758.17,Kepler-1243,690.0,5518.0,1.008,0.1256,0,1
335,Kepler-1244 b,2.39,1.35,1075.81,Kepler-1244,1839.0,6732.0,1.927,0.0502,0,1
336,Kepler-1245 b,2.67,1.44,805.936,Kepler-1245,1043.0,5455.0,0.909,0.0484,0,2
337,Kepler-1245 c,2.67,1.44,805.936,Kepler-1245,1190.0,5455.0,0.909,0.0372,0,2
338,Kepler-1246 b,2.42,1.36,436.505,Kepler-1246,554.0,4563.0,0.642,0.0848,0,1
339,Kepler-1247 b,6.04,2.33,1045.92,Kepler-1247,676.0,5550.0,0.831,0.1091,0,1
340,Kepler-1248 b,1.76,1.18,593.026,Kepler-1248,1035.0,6161.0,1.169,0.0806,0,1
341,Kepler-1249 b,6.26,2.38,1904.54,Kepler-1249,647.0,6091.0,0.967,0.167,0,1
342,Kepler-125 b,6.21,2.37,183.365,Kepler-125,590.0,3808.0,0.508,0.041,0,2
343,Kepler-125 c,0.33,0.74,183.365,Kepler-125,529.0,3808.0,0.508,0.051,0,2
344,Kepler-1250 b,4.35,1.92,2126.85,Kepler-1250,1431.0,6147.0,1.096,0.0393,0,1
345,Kepler-1251 b,4.04,1.84,902.204,Kepler-1251,487.0,5790.0,0.9,0.2478,0,1
346,Kepler-1252 b,3.43,1.67,648.979,Kepler-1252,665.0,5475.0,0.818,0.1078,0,1
347,Kepler-1253 b,2.33,1.33,514.524,Kepler-1253,501.0,5753.0,1.222,0.3133,0,1
348,Kepler-1254 b,3.02,1.55,622.818,Kepler-1254,660.0,4838.0,0.796,0.0833,0,3
349,Kepler-1254 c,2.24,1.3,622.818,Kepler-1254,927.0,4838.0,0.796,0.0422,0,3
350,Kepler-1254 d,2.27,1.31,622.818,Kepler-1254,794.0,4838.0,0.796,0.0575,0,3
351,Kepler-1255 b,5.99,2.32,1617.07,Kepler-1255,694.0,5843.0,1.615,0.2226,0,1
352,Kepler-1256 b,2.83,1.49,891.192,Kepler-1256,933.0,5945.0,1.346,0.1063,0,1
353,Kepler-1257 b,2.92,1.52,1105.95,Kepler-1257,1252.0,5806.0,0.899,0.0376,0,1
354,Kepler-1258 b,0.566,0.86,717.555,Kepler-1258,2335.0,5825.0,1.662,0.0201,0,1
355,Kepler-1259 b,2.63,1.43,805.562,Kepler-1259,1681.0,5172.0,0.767,0.0141,0,1
356,Kepler-126 b,2.92,1.52,237.401,Kepler-126,1009.0,6214.0,1.297,0.099,0,3
357,Kepler-126 c,3.12,1.58,237.401,Kepler-126,790.0,6214.0,1.297,0.162,0,3
358,Kepler-126 d,6.8,2.5,237.401,Kepler-126,475.0,6214.0,1.297,0.448,0,3
359,Kepler-1260 b,3.78,1.77,1734.43,Kepler-1260,823.0,5862.0,1.463,0.1444,0,1
360,Kepler-1261 b,5.73,2.26,744.294,Kepler-1261,396.0,4891.0,0.805,0.239,0,1
361,Kepler-1262 b,3.97,1.82,1054.87,Kepler-1262,949.0,6117.0,1.027,0.083,0,1
362,Kepler-1263 b,1.55,1.14,664.83,Kepler-1263,907.0,5009.0,0.84,0.0499,0,1
363,Kepler-1264 b,1.76,1.18,801.993,Kepler-1264,1677.0,5580.0,0.886,0.0191,0,1
364,Kepler-1265 b,2.39,1.35,583.641,Kepler-1265,732.0,4769.0,0.742,0.0612,0,1
365,Kepler-1266 b,7.18,2.58,849.312,Kepler-1266,489.0,4996.0,0.831,0.1689,0,2
366,Kepler-1266 c,3.46,1.68,849.312,Kepler-1266,881.0,4996.0,0.831,0.052,0,2
367,Kepler-1267 b,9.32,3.01,1379.43,Kepler-1267,774.0,5514.0,1.071,0.1057,0,1
368,Kepler-1268 b,4.78,2.03,1840.77,Kepler-1268,627.0,5842.0,1.41,0.2383,0,1
369,Kepler-1269 b,3.29,1.63,1097.23,Kepler-1269,657.0,5623.0,1.588,0.226,0,1
370,Kepler-127 b,2.54,1.4,352.794,Kepler-127,884.0,6075.0,1.352,0.125,0,3
371,Kepler-127 c,7.56,2.66,352.794,Kepler-127,698.0,6075.0,1.352,0.2,0,3
372,Kepler-127 d,7.46,2.64,352.794,Kepler-127,590.0,6075.0,1.352,0.28,0,3
373,Kepler-1270 b,11.0,3.32,1095.05,Kepler-1270,1598.0,4924.0,3.588,0.0663,0,1
374,Kepler-1271 b,2.79,1.48,831.991,Kepler-1271,1484.0,6123.0,1.263,0.0418,0,1
375,Kepler-1272 b,6.21,2.37,1206.37,Kepler-1272,542.0,6071.0,1.107,0.2705,0,1
376,Kepler-1273 b,6.76,2.49,1114.24,Kepler-1273,573.0,5774.0,0.941,0.1857,0,1
377,Kepler-1274 b,2.6,1.42,614.648,Kepler-1274,1384.0,6054.0,2.163,0.0806,0,1
378,Kepler-1275 b,2.79,1.48,1153.98,Kepler-1275,1368.0,6078.0,1.271,0.0488,0,1
379,Kepler-1276 b,1.81,1.19,538.481,Kepler-1276,886.0,6084.0,1.169,0.1072,0,1
380,Kepler-1277 b,3.19,1.6,557.193,Kepler-1277,496.0,5529.0,0.925,0.2237,0,1
381,Kepler-1278 b,1.01,1.01,889.426,Kepler-1278,1213.0,6075.0,0.858,0.0419,0,1
382,Kepler-1279 b,3.71,1.75,1494.22,Kepler-1279,738.0,6384.0,1.121,0.1633,0,1
383,Kepler-128 b,0.77,1.43,396.379,Kepler-128,968.0,6063.0,1.613,0.1231,0,2
384,Kepler-128 c,0.9,1.34,396.379,Kepler-128,843.0,6063.0,1.613,0.1622,0,2
385,Kepler-1280 b,4.16,1.87,1486.7,Kepler-1280,757.0,5734.0,3.405,0.38,0,1
386,Kepler-1281 b,3.33,1.64,1090.0,Kepler-1281,1123.0,5591.0,0.86,0.0415,0,1
387,Kepler-1282 b,3.02,1.55,1103.29,Kepler-1282,1418.0,5845.0,1.013,0.0335,0,1
388,Kepler-1283 b,4.31,1.91,2921.99,Kepler-1283,764.0,6058.0,0.867,0.1062,0,1
389,Kepler-1284 b,1.92,1.21,882.324,Kepler-1284,1703.0,5178.0,0.797,0.0143,0,1
390,Kepler-1285 b,0.871,0.97,422.269,Kepler-1285,874.0,6175.0,1.307,0.1268,0,1
391,Kepler-1286 b,5.27,2.15,1354.46,Kepler-1286,888.0,5995.0,1.118,0.0991,0,1
392,Kepler-1287 b,2.99,1.54,1003.26,Kepler-1287,796.0,5550.0,1.032,0.0976,0,1
393,Kepler-1288 b,1.46,1.12,814.078,Kepler-1288,2017.0,6381.0,2.232,0.0435,0,1
394,Kepler-1289 b,2.92,1.52,1053.57,Kepler-1289,1113.0,5689.0,1.542,0.0785,0,1
395,Kepler-129 b,20.0,2.4,408.845,Kepler-129,910.0,5758.0,1.704,0.13,0,2
396,Kepler-129 c,43.0,2.52,408.845,Kepler-129,525.0,5758.0,1.704,0.39,0,2
397,Kepler-1290 b,2.6,1.42,1593.7,Kepler-1290,1098.0,5999.0,0.959,0.0557,0,1
398,Kepler-1291 b,3.39,1.66,897.352,Kepler-1291,739.0,5352.0,0.764,0.0779,0,1
399,Kepler-1292 b,3.97,1.82,1493.43,Kepler-1292,1195.0,5812.0,0.963,0.0443,0,1
400,Kepler-1293 b,0.871,0.97,1028.16,Kepler-1293,1183.0,6187.0,1.238,0.0659,0,1
401,Kepler-1294 b,10.3,3.19,1855.7,Kepler-1294,401.0,5800.0,1.149,0.4684,0,1
402,Kepler-1295 b,3.02,1.55,1174.46,Kepler-1295,1029.0,5547.0,0.82,0.0464,0,1
403,Kepler-1296 b,0.693,0.91,1551.54,Kepler-1296,1285.0,5405.0,2.605,0.0896,0,1
404,Kepler-1297 b,0.871,0.97,1439.47,Kepler-1297,1790.0,5827.0,1.374,0.0283,0,1
405,Kepler-1298 b,2.27,1.31,544.163,Kepler-1298,1373.0,6311.0,1.994,0.082,0,1
406,Kepler-1299 b,9.17,2.98,1404.94,Kepler-1299,588.0,5623.0,0.763,0.1357,0,1
407,Kepler-130 b,1.04,1.02,316.663,Kepler-130,982.0,5903.0,1.137,0.079,0,3
408,Kepler-130 c,8.75,2.9,316.663,Kepler-130,663.0,5903.0,1.137,0.178,0,3
409,Kepler-130 d,3.33,1.64,316.663,Kepler-130,451.0,5903.0,1.137,0.377,0,3
410,Kepler-1300 b,2.45,1.37,777.025,Kepler-1300,954.0,5979.0,2.164,0.1655,0,1
411,Kepler-1301 b,2.54,1.4,854.28,Kepler-1301,734.0,5354.0,0.788,0.0815,0,1
412,Kepler-1302 b,2.63,1.43,634.58,Kepler-1302,778.0,5330.0,0.87,0.0795,0,1
413,Kepler-1303 b,2.6,1.42,897.783,Kepler-1303,891.0,5853.0,0.895,0.0751,0,1
414,Kepler-1304 b,5.86,2.29,2176.08,Kepler-1304,715.0,5392.0,1.087,0.1202,0,1
415,Kepler-1305 b,4.19,1.88,1575.23,Kepler-1305,733.0,5853.0,0.895,0.1109,0,1
416,Kepler-1306 b,4.31,1.91,1107.5,Kepler-1306,678.0,5495.0,0.961,0.123,0,1
417,Kepler-1307 b,6.66,2.47,1014.62,Kepler-1307,768.0,6245.0,1.065,0.1369,0,1
418,Kepler-1308 b,0.0933,0.52,112.705,Kepler-1308,662.0,3605.0,0.433,0.025,0,1
419,Kepler-1309 b,6.21,2.37,845.0,Kepler-1309,491.0,5151.0,0.785,0.1679,0,1
420,Kepler-131 b,16.13,2.41,228.678,Kepler-131,718.0,5680.0,1.016,0.1238,0,2
421,Kepler-131 c,8.25,0.84,228.678,Kepler-131,615.0,5680.0,1.016,0.1684,0,2
422,Kepler-1310 b,2.67,1.44,569.185,Kepler-1310,1883.0,5440.0,0.913,0.0148,0,1
423,Kepler-1311 b,2.07,1.24,866.331,Kepler-1311,1019.0,5616.0,1.674,0.0989,0,3
424,Kepler-1311 c,1.98,1.22,866.331,Kepler-1311,1671.0,5616.0,1.674,0.0368,0,3
425,Kepler-1311 d,67.5,9.658,866.331,Kepler-1311,391.0,5616.0,1.674,0.6711,0,3
426,Kepler-1312 b,5.06,2.1,299.104,Kepler-1312,978.0,5721.0,0.905,0.0603,0,2
427,Kepler-1312 c,1.07,1.027,299.104,Kepler-1312,1659.0,5721.0,0.905,0.0209,0,2
428,Kepler-1313 b,3.75,1.76,174.234,Kepler-1313,1012.0,5397.0,0.831,0.046,0,1
429,Kepler-1314 b,22.9,5.11,141.9868506,Kepler-1314,625.0,4137.0,0.591,0.0504,0,1
430,Kepler-1315 b,2.48,1.38,480.869,Kepler-1315,1541.0,4818.0,0.856,0.0163,0,2
431,Kepler-1315 c,4.06,1.844,480.869,Kepler-1315,777.0,4818.0,0.856,0.064,0,2
432,Kepler-1316 b,12.3,3.54,800.871,Kepler-1316,446.0,5837.0,1.159,0.3859,0,1
433,Kepler-1317 b,3.05,1.56,728.303,Kepler-1317,1796.0,5223.0,0.78,0.0128,0,1
434,Kepler-1318 b,9.85,3.11,475.248,Kepler-1318,202.0,4477.0,0.637,0.6085,0,1
435,Kepler-1319 b,2.36,1.34,103.917,Kepler-1319,557.0,3483.0,0.389,0.0296,0,1
436,Kepler-132 b,1.92,1.21,349.549,Kepler-132,1082.0,5931.0,1.101,0.067,0,4
437,Kepler-132 c,2.18,1.28,349.549,Kepler-132,1069.0,5931.0,1.101,0.068,0,4
438,Kepler-132 d,3.02,1.55,349.549,Kepler-132,758.0,5931.0,1.101,0.136,0,4
439,Kepler-132 e,1.76,1.18,349.549,Kepler-132,414.0,5931.0,1.101,0.4393,0,4
440,Kepler-1320 b,3.53,1.7,647.424,Kepler-1320,1389.0,4792.0,0.704,0.0163,0,1
441,Kepler-1321 b,21.5,4.92,769.146,Kepler-1321,408.0,3640.0,0.503,0.0781,0,3
442,Kepler-1321 c,6.35,2.4,769.146,Kepler-1321,697.0,3640.0,0.503,0.0267,0,3
443,Kepler-1321 d,7.41,2.628,769.146,Kepler-1321,509.0,3640.0,0.503,0.0501,0,3
444,Kepler-1322 b,3.22,1.61,1350.32,Kepler-1322,1666.0,5704.0,0.804,0.0183,0,2
445,Kepler-1322 c,5.29,2.155,1350.32,Kepler-1322,883.0,5704.0,0.804,0.0652,0,2
446,Kepler-1323 b,2.92,1.52,465.417,Kepler-1323,2291.0,6039.0,1.413,0.0191,0,1
447,Kepler-1324 b,2.89,1.51,481.667,Kepler-1324,895.0,4827.0,0.823,0.0466,0,1
448,Kepler-1325 b,8.55,2.86,973.368,Kepler-1325,564.0,5533.0,1.072,0.2004,0,1
449,Kepler-1326 b,16.3,4.18,698.326,Kepler-1326,938.0,6864.0,2.632,0.2743,0,1
450,Kepler-1327 b,3.89,1.8,678.069,Kepler-1327,831.0,6143.0,1.116,0.1186,0,1
451,Kepler-1328 b,0.904,0.98,813.543,Kepler-1328,1214.0,5576.0,1.289,0.0529,0,1
452,Kepler-1329 b,5.35,2.17,588.037,Kepler-1329,577.0,4442.0,0.648,0.0747,0,1
453,Kepler-133 b,3.75,1.76,653.6,Kepler-133,1041.0,5611.0,1.4,0.083,0,2
454,Kepler-133 c,8.45,2.84,653.6,Kepler-133,663.0,5611.0,1.4,0.204,0,2
455,Kepler-1330 b,3.36,1.65,1720.48,Kepler-1330,879.0,5480.0,1.174,0.0889,0,1
456,Kepler-1331 b,1.16,1.05,319.197,Kepler-1331,1244.0,4258.0,0.622,0.0142,0,1
457,Kepler-1332 b,2.45,1.37,528.685,Kepler-1332,728.0,5523.0,0.88,0.0986,0,1
458,Kepler-1333 b,8.3,2.81,932.446,Kepler-1333,428.0,5332.0,1.453,0.4382,0,1
459,Kepler-1334 b,5.86,2.29,1223.04,Kepler-1334,710.0,5896.0,0.916,0.1229,0,1
460,Kepler-1335 b,2.7,1.45,621.853,Kepler-1335,809.0,5032.0,0.817,0.0615,0,1
461,Kepler-1336 b,4.58,1.98,1126.64,Kepler-1336,793.0,5416.0,1.756,0.1595,0,2
462,Kepler-1336 c,3.57,1.71,1126.64,Kepler-1336,1260.0,5416.0,1.756,0.0631,0,2
463,Kepler-1337 b,6.39,2.41,601.629,Kepler-1337,437.0,4583.0,0.674,0.1441,0,1
464,Kepler-1338 b,0.721,0.92,753.26,Kepler-1338,2124.0,5874.0,1.297,0.0193,0,1
465,Kepler-1339 b,0.285,0.71,371.049,Kepler-1339,1642.0,5779.0,0.97,0.0234,0,1
466,Kepler-134 b,4.66,2.0,334.797,Kepler-134,1105.0,5923.0,1.054,0.06,0,2
467,Kepler-134 c,2.13,1.26,334.797,Kepler-134,892.0,5923.0,1.054,0.092,0,2
468,Kepler-1340 b,3.02,1.55,981.779,Kepler-1340,2174.0,5884.0,1.07,0.0153,0,1
469,Kepler-1341 b,9.22,2.99,476.957,Kepler-1341,241.0,4523.0,0.659,0.4498,0,1
470,Kepler-1342 b,3.39,1.66,890.724,Kepler-1342,1283.0,5417.0,0.901,0.0313,0,1
471,Kepler-1343 b,4.38,1.93,1756.71,Kepler-1343,1294.0,6198.0,1.005,0.0449,0,1
472,Kepler-1344 b,4.04,1.84,853.959,Kepler-1344,1219.0,6237.0,1.116,0.0568,0,1
473,Kepler-1345 b,6.17,2.36,1355.02,Kepler-1345,693.0,6763.0,1.424,0.2638,0,1
474,Kepler-1346 b,3.12,1.58,843.701,Kepler-1346,1236.0,6177.0,0.906,0.044,0,1
475,Kepler-1347 b,1.08,1.03,321.0,Kepler-1347,617.0,5153.0,0.767,0.104,0,1
476,Kepler-1348 b,4.42,1.94,1213.82,Kepler-1348,636.0,5912.0,1.09,0.1834,0,1
477,Kepler-1349 b,0.271,0.7,276.323,Kepler-1349,1668.0,5952.0,1.377,0.0341,0,1
478,Kepler-135 b,3.93,1.81,621.855,Kepler-135,1209.0,6204.0,1.36,0.067,0,2
479,Kepler-135 c,1.65,1.16,621.855,Kepler-135,975.0,6204.0,1.36,0.103,0,2
480,Kepler-1350 b,6.9,2.52,340.691,Kepler-1350,535.0,3698.0,0.444,0.0413,0,2
481,Kepler-1350 c,3.64,1.73,340.691,Kepler-1350,730.0,3698.0,0.444,0.0222,0,2
482,Kepler-1351 b,0.208,0.65,202.782,Kepler-1351,1212.0,4374.0,0.614,0.0156,0,1
483,Kepler-1352 b,0.64,0.89,670.829,Kepler-1352,1701.0,6324.0,1.115,0.03,0,1
484,Kepler-1353 b,3.89,1.8,593.384,Kepler-1353,491.0,4852.0,0.804,0.153,0,1
485,Kepler-1354 b,9.11,2.97,1119.45,Kepler-1354,466.0,6173.0,1.03,0.3521,0,1
486,Kepler-1355 b,2.73,1.46,911.269,Kepler-1355,1448.0,5467.0,0.808,0.0224,0,1
487,Kepler-1356 b,2.96,1.53,845.228,Kepler-1356,1714.0,5226.0,0.75,0.0136,0,1
488,Kepler-1357 b,2.18,1.28,1015.69,Kepler-1357,1177.0,5713.0,0.893,0.041,0,1
489,Kepler-1358 b,1.46,1.12,546.998,Kepler-1358,827.0,5305.0,0.818,0.0656,0,1
490,Kepler-1359 b,8.4,2.83,614.859,Kepler-1359,369.0,4817.0,0.833,0.2769,0,1
491,Kepler-136 b,19.8,2.05,420.818,Kepler-136,951.0,6156.0,1.303,0.106,0,2
492,Kepler-136 c,4.62,1.99,420.818,Kepler-136,847.0,6156.0,1.303,0.133,0,2
493,Kepler-1360 b,11.5,3.4,1516.27,Kepler-1360,933.0,6443.0,3.086,0.2866,0,1
494,Kepler-1361 b,0.566,0.86,389.143,Kepler-1361,1061.0,5213.0,0.917,0.0431,0,1
495,Kepler-1362 b,7.27,2.6,731.298,Kepler-1362,248.0,4648.0,0.675,0.4626,0,1
496,Kepler-1363 b,2.1,1.25,541.714,Kepler-1363,988.0,4901.0,0.758,0.0363,0,1
497,Kepler-1364 b,5.27,2.15,1056.9,Kepler-1364,1299.0,6995.0,2.274,0.1284,0,1
498,Kepler-1365 b,0.721,0.92,840.128,Kepler-1365,969.0,5727.0,1.104,0.075,0,2
499,Kepler-1365 c,0.437,0.8,840.128,Kepler-1365,1137.0,5727.0,1.104,0.0545,0,2
500,Kepler-1366 b,2.63,1.43,465.826,Kepler-1366,783.0,3941.0,0.554,0.0273,0,1
501,Kepler-1367 b,0.721,0.92,401.484,Kepler-1367,998.0,4313.0,0.65,0.0236,0,1
502,Kepler-1368 b,3.36,1.65,1635.82,Kepler-1368,2085.0,5966.0,0.961,0.0153,0,1
