,Planet Name,Planet Mass,Planet Radius,Distance from Earth,Star Name,Equilibrium Temperature,Stellar Temperature,Stellar Radius,Distance from Host Star,Number of Planets in System,Habitability
2023,Kepler-535 b,6.17,2.36,685.599,Kepler-535,1247.0,6045.0,1.298,0.0594,0,1
2024,Kepler-536 b,9.8,3.1,462.322,Kepler-536,1877.0,5311.0,1.769,0.0276,0,1
2025,Kepler-537 b,2.57,1.41,439.4,Kepler-537,1181.0,5703.0,0.975,0.0442,0,1
2026,Kepler-538 b,10.6,2.215,155.956,Kepler-538,385.0,5559.0,0.873,0.4669,0,1
2027,Kepler-539 b,308.2951,8.373,307.318,Kepler-539,388.0,5819.0,1.111,0.4988,0,1
2028,Kepler-54 b,21.5,2.1,271.701,Kepler-54,453.0,3713.0,0.47,0.0619,0,3
2029,Kepler-54 c,19.8,1.23,271.701,Kepler-54,395.0,3713.0,0.47,0.0809,0,3
2030,Kepler-54 d,2.96,1.53,271.701,Kepler-54,328.0,3713.0,0.47,0.126,0,3
2031,Kepler-540 b,7.8,2.71,390.374,Kepler-540,355.0,5851.0,1.116,0.5886,0,1
2032,Kepler-541 b,11.2,3.36,1060.68,Kepler-541,1673.0,6049.0,2.52,0.0641,0,1
2033,Kepler-542 b,3.09,1.57,436.016,Kepler-542,698.0,5411.0,0.888,0.1038,0,1
2034,Kepler-543 b,6.8,2.5,221.802,Kepler-543,521.0,4538.0,0.663,0.098,0,1
2035,Kepler-544 b,5.14,2.12,963.18,Kepler-544,748.0,6156.0,1.18,0.1553,0,1
2036,Kepler-545 b,7.7,2.69,818.001,Kepler-545,806.0,5799.0,1.078,0.1087,0,1
2037,Kepler-546 b,39.1,7.0,1019.65,Kepler-546,1258.0,5818.0,1.205,0.0502,0,1
2038,Kepler-547 b,15.1,4.0,378.972,Kepler-547,768.0,4882.0,0.738,0.058,0,1
2039,Kepler-548 b,,11.99,751.776,Kepler-548,1017.0,5359.0,0.915,0.0495,0,1
2040,Kepler-549 b,11.0,2.57,635.145,Kepler-549,487.0,5312.0,0.986,0.2283,0,2
2041,Kepler-549 c,8.91,2.93,635.145,Kepler-549,349.0,5312.0,0.986,0.4453,0,2
2042,Kepler-55 b,43.0,2.43,578.796,Kepler-55,400.0,4500.0,0.646,0.1593,0,5
2043,Kepler-55 c,69.8,2.21,578.796,Kepler-55,349.0,4500.0,0.646,0.2095,0,5
2044,Kepler-55 d,3.15,1.59,578.796,Kepler-55,931.0,4500.0,0.646,0.029,0,5
2045,Kepler-55 e,3.02,1.55,578.796,Kepler-55,728.0,4500.0,0.646,0.048,0,5
2046,Kepler-55 f,3.15,1.59,578.796,Kepler-55,559.0,4500.0,0.646,0.081,0,5
2047,Kepler-550 b,17.9,4.42,531.944,Kepler-550,760.0,5246.0,0.805,0.0747,0,1
2048,Kepler-551 b,7.9,2.73,311.175,Kepler-551,483.0,4200.0,0.607,0.0893,0,1
2049,Kepler-552 b,14.8,3.95,843.689,Kepler-552,1103.0,6099.0,1.028,0.0612,0,1
2050,Kepler-553 b,19.4,4.63,728.525,Kepler-553,970.0,5234.0,0.854,0.0484,0,2
2051,Kepler-553 c,,11.2,728.525,Kepler-553,224.0,5234.0,0.854,0.9084,0,2
2052,Kepler-554 b,17.0,4.29,690.525,Kepler-554,1346.0,5400.0,0.937,0.0293,0,1
2053,Kepler-555 b,8.4,2.83,973.121,Kepler-555,664.0,5837.0,0.798,0.1201,0,1
2054,Kepler-556 b,5.65,2.24,674.598,Kepler-556,766.0,5550.0,0.953,0.0973,0,1
2055,Kepler-557 b,7.61,2.67,2097.12,Kepler-557,1281.0,6187.0,1.034,0.0469,0,1
2056,Kepler-558 b,6.21,2.37,661.876,Kepler-558,498.0,5295.0,0.801,0.1759,0,1
2057,Kepler-559 b,12.7,3.61,776.708,Kepler-559,706.0,5433.0,1.107,0.1277,0,1
2058,Kepler-56 b,22.1,6.51,912.994,Kepler-56,1378.0,4838.0,4.361,0.1028,0,2
2059,Kepler-56 c,181.0,9.8,912.994,Kepler-56,1087.0,4838.0,4.361,0.1652,0,2
2060,Kepler-560 b,3.61,1.72,109.308,Kepler-560,267.0,3395.0,0.283,0.0899,1,1
2061,Kepler-561 b,38.7,6.96,621.378,Kepler-561,446.0,5592.0,0.953,0.2918,0,2
2062,Kepler-561 c,7.65,2.68,621.378,Kepler-561,989.0,5592.0,0.953,0.0593,0,2
2063,Kepler-562 b,23.7,5.21,992.769,Kepler-562,658.0,5815.0,0.877,0.1333,0,1
2064,Kepler-563 b,9.75,3.09,565.207,Kepler-563,546.0,5157.0,0.818,0.1418,0,1
2065,Kepler-564 b,19.4,4.63,863.037,Kepler-564,1129.0,5776.0,0.95,0.0484,0,1
2066,Kepler-565 b,12.9,3.64,1041.0,Kepler-565,1063.0,5873.0,0.843,0.0501,0,1
2067,Kepler-566 b,5.27,2.15,564.277,Kepler-566,526.0,4768.0,0.779,0.1247,0,1
2068,Kepler-567 b,5.69,2.25,558.81,Kepler-567,611.0,5215.0,0.867,0.1229,0,1
2069,Kepler-568 b,5.73,2.26,130.645,Kepler-568,429.0,3744.0,0.537,0.0794,0,1
2070,Kepler-569 b,10.1,3.16,638.301,Kepler-569,526.0,5515.0,0.925,0.1981,0,1
2071,Kepler-57 b,115.0,2.19,644.14,Kepler-57,850.0,5320.0,0.786,0.06,0,2
2072,Kepler-57 c,9.1,1.55,644.14,Kepler-57,671.0,5320.0,0.786,0.096,0,2
2073,Kepler-570 b,6.57,2.45,568.148,Kepler-570,1009.0,5480.0,0.865,0.0497,0,1
2074,Kepler-571 b,7.46,2.64,723.875,Kepler-571,978.0,5631.0,0.847,0.0546,0,1
2075,Kepler-572 b,7.18,2.58,504.667,Kepler-572,553.0,5211.0,0.689,0.1192,0,1
2076,Kepler-573 b,8.2,2.79,771.471,Kepler-573,646.0,5565.0,1.03,0.1486,0,1
2077,Kepler-574 b,6.3,2.39,682.896,Kepler-574,858.0,5657.0,0.855,0.0723,0,1
2078,Kepler-575 b,6.3,2.39,853.977,Kepler-575,803.0,5684.0,0.808,0.0788,0,1
2079,Kepler-576 b,10.7,3.27,617.55,Kepler-576,541.0,5275.0,0.969,0.179,0,1
2080,Kepler-577 b,7.04,2.55,524.247,Kepler-577,314.0,3787.0,0.477,0.1348,0,1
2081,Kepler-578 b,4.66,2.0,541.432,Kepler-578,1774.0,4868.0,1.816,0.0266,0,1
2082,Kepler-579 b,4.66,2.0,530.765,Kepler-579,730.0,5288.0,0.836,0.0854,0,1
2083,Kepler-58 b,35.5,2.78,969.252,Kepler-58,920.0,6100.0,1.083,0.0927,0,3
2084,Kepler-58 c,53.0,2.86,969.252,Kepler-58,799.0,6100.0,1.083,0.1228,0,3
2085,Kepler-58 d,8.96,2.94,969.252,Kepler-58,583.0,6100.0,1.083,0.236,0,3
2086,Kepler-580 b,7.13,2.57,323.899,Kepler-580,558.0,4213.0,0.615,0.0683,0,1
2087,Kepler-581 b,7.41,2.63,703.758,Kepler-581,521.0,5538.0,1.027,0.2259,0,1
2088,Kepler-582 b,13.1,3.68,613.179,Kepler-582,603.0,5289.0,0.838,0.1254,0,1
2089,Kepler-583 b,5.82,2.28,867.271,Kepler-583,1017.0,5638.0,1.153,0.0689,0,1
2090,Kepler-584 b,16.5,4.21,1848.84,Kepler-584,664.0,6520.0,1.215,0.2281,0,1
2091,Kepler-585 b,8.4,2.83,585.187,Kepler-585,1178.0,5461.0,0.897,0.0375,0,1
2092,Kepler-586 b,8.2,2.79,693.766,Kepler-586,1365.0,5703.0,0.975,0.0331,0,1
2093,Kepler-587 b,5.6,2.23,787.894,Kepler-587,764.0,5749.0,0.864,0.0952,0,1
2094,Kepler-588 b,7.41,2.63,1209.4,Kepler-588,1176.0,6123.0,0.987,0.052,0,1
2095,Kepler-589 b,5.77,2.27,612.803,Kepler-589,656.0,5372.0,0.916,0.1196,0,2
2096,Kepler-589 c,1.45,1.117,612.803,Kepler-589,1098.0,5372.0,0.916,0.0426,0,2
2097,Kepler-59 b,1.37,1.1,1163.22,Kepler-59,864.0,6296.0,1.006,0.104,0,2
2098,Kepler-59 c,4.58,1.98,1163.22,Kepler-59,752.0,6296.0,1.006,0.1372,0,2
2099,Kepler-590 b,15.2,4.02,1421.81,Kepler-590,1056.0,6050.0,1.013,0.0647,0,1
2100,Kepler-591 b,11.4,3.39,785.137,Kepler-591,436.0,5460.0,1.165,0.3554,0,1
2101,Kepler-592 b,6.3,2.39,1153.13,Kepler-592,1367.0,5831.0,1.121,0.0397,0,1
2102,Kepler-593 b,8.6,2.87,973.76,Kepler-593,706.0,6191.0,1.007,0.1508,0,1
2103,Kepler-594 b,5.39,2.18,769.2,Kepler-594,678.0,5569.0,0.829,0.1089,0,1
2104,Kepler-595 b,17.4,3.708,643.009,Kepler-595,535.0,5121.0,0.888,0.1582,0,2
2105,Kepler-595 c,3.3,1.009,643.009,Kepler-595,679.0,5121.0,0.888,0.0983,0,2
2106,Kepler-596 b,11.8,3.46,1023.85,Kepler-596,725.0,6008.0,1.168,0.156,0,1
2107,Kepler-597 b,6.21,2.37,663.418,Kepler-597,743.0,5627.0,0.945,0.1056,0,1
2108,Kepler-598 b,2.86,1.5,681.086,Kepler-598,1050.0,5252.0,0.898,0.0438,0,2
2109,Kepler-598 c,9.4,3.024,681.086,Kepler-598,367.0,5252.0,0.898,0.3576,0,2
2110,Kepler-599 b,8.45,2.84,558.517,Kepler-599,623.0,5185.0,0.837,0.1128,0,1
2111,Kepler-6 b,212.31044,14.617,587.039,Kepler-6,1356.0,5640.0,1.291,0.04852,0,1
2112,Kepler-60 b,4.19,1.71,1025.1,Kepler-60,1102.0,5862.0,1.307,0.0719,0,3
2113,Kepler-60 c,3.85,1.9,1025.1,Kepler-60,1023.0,5862.0,1.307,0.0835,0,3
2114,Kepler-60 d,4.16,1.99,1025.1,Kepler-60,929.0,5862.0,1.307,0.1012,0,3
2115,Kepler-600 b,8.75,2.9,619.723,Kepler-600,528.0,5309.0,0.781,0.1536,0,1
2116,Kepler-601 b,4.27,1.9,414.825,Kepler-601,833.0,5077.0,0.774,0.056,0,1
2117,Kepler-602 b,5.02,2.09,1159.31,Kepler-602,852.0,5763.0,1.374,0.1224,0,1
2118,Kepler-603 b,7.51,2.65,1539.63,Kepler-603,731.0,5751.0,1.247,0.1502,0,3
2119,Kepler-603 c,34.5,6.5,1539.63,Kepler-603,401.0,5751.0,1.247,0.5001,0,3
2120,Kepler-603 d,2.3,1.32,1539.63,Kepler-603,1098.0,5751.0,1.247,0.0666,0,3
2121,Kepler-604 b,7.22,2.59,1026.49,Kepler-604,637.0,6122.0,0.964,0.1735,0,1
2122,Kepler-605 b,2.67,1.44,556.58,Kepler-605,1133.0,5300.0,0.986,0.042,0,2
2123,Kepler-605 c,0.566,0.86,556.58,Kepler-605,1278.0,5300.0,0.986,0.033,0,2
2124,Kepler-606 b,11.0,3.31,1215.11,Kepler-606,683.0,6242.0,1.047,0.17,0,1
2125,Kepler-607 b,0.59,0.87,519.122,Kepler-607,1874.0,5244.0,0.888,0.0135,0,2
2126,Kepler-607 c,8.05,2.76,519.122,Kepler-607,473.0,5244.0,0.888,0.2122,0,2
2127,Kepler-608 b,12.9,3.64,946.683,Kepler-608,1069.0,6026.0,1.108,0.0685,0,1
2128,Kepler-609 b,11.2,3.35,1065.82,Kepler-609,932.0,5822.0,0.898,0.0682,0,1
2129,Kepler-61 b,5.27,2.15,335.079,Kepler-61,273.0,4016.0,0.599,0.24861,1,1
2130,Kepler-610 b,16.3,4.19,845.824,Kepler-610,888.0,5713.0,0.893,0.0719,0,2
2131,Kepler-610 c,10.9,3.3,845.824,Kepler-610,318.0,5713.0,0.893,0.5594,0,2
2132,Kepler-611 b,3.36,1.65,1395.56,Kepler-611,1513.0,5573.0,1.329,0.0351,0,1
2133,Kepler-612 b,8.45,2.84,1445.53,Kepler-612,1046.0,5617.0,0.806,0.0452,0,1
2134,Kepler-613 b,5.86,2.29,861.494,Kepler-613,713.0,5941.0,0.911,0.1232,0,1
2135,Kepler-614 b,6.3,2.39,527.995,Kepler-614,641.0,5258.0,0.785,0.1027,0,1
2136,Kepler-615 b,3.68,1.74,330.0,Kepler-615,620.0,4646.0,0.778,0.085,0,1
2137,Kepler-616 b,6.48,2.43,945.775,Kepler-616,860.0,6004.0,0.977,0.0927,0,3
2138,Kepler-616 c,11.5,3.41,945.775,Kepler-616,413.0,6004.0,0.977,0.4024,0,3
2139,Kepler-616 d,7.52,2.653,945.775,Kepler-616,499.0,6004.0,0.977,0.2749,0,3
2140,Kepler-617 b,2.3,1.32,173.354,Kepler-617,750.0,3669.0,0.47,0.0219,0,1
2141,Kepler-618 b,7.27,2.6,1221.96,Kepler-618,1296.0,5762.0,1.196,0.046,0,1
2142,Kepler-619 b,10.1,3.16,900.678,Kepler-619,1073.0,6122.0,0.964,0.0611,0,2
2143,Kepler-619 c,3.5,1.69,900.678,Kepler-619,1767.0,6122.0,0.964,0.0225,0,2
2144,Kepler-62 b,9.0,1.31,300.874,Kepler-62,747.0,4926.0,0.662,0.0553,0,5
2145,Kepler-62 c,4.0,0.54,300.874,Kepler-62,576.0,4926.0,0.662,0.0929,0,5
2146,Kepler-62 d,14.0,1.95,300.874,Kepler-62,508.0,4926.0,0.662,0.12,0,5
2147,Kepler-62 e,36.0,1.61,300.874,Kepler-62,269.0,4926.0,0.662,0.427,1,5
2148,Kepler-62 f,35.0,1.41,300.874,Kepler-62,207.0,4926.0,0.662,0.718,2,5
2149,Kepler-620 b,11.0,3.32,1355.28,Kepler-620,849.0,6253.0,0.997,0.1053,0,1
2150,Kepler-621 b,5.9,2.3,389.0,Kepler-621,737.0,3939.0,0.557,0.031,0,1
2151,Kepler-622 b,5.18,2.13,284.761,Kepler-622,446.0,4102.0,0.595,0.0978,0,1
2152,Kepler-623 b,9.32,3.01,737.702,Kepler-623,825.0,5672.0,0.929,0.0854,0,1
2153,Kepler-624 b,5.95,2.31,748.188,Kepler-624,852.0,6063.0,1.191,0.1172,0,1
2154,Kepler-625 b,4.62,1.99,760.708,Kepler-625,852.0,5604.0,0.912,0.0768,0,2
2155,Kepler-625 c,1.16,1.05,760.708,Kepler-625,1048.0,5604.0,0.912,0.0508,0,2
2156,Kepler-626 b,5.86,2.29,635.643,Kepler-626,784.0,5784.0,1.085,0.115,0,1
2157,Kepler-627 b,13.4,3.73,984.307,Kepler-627,685.0,6419.0,1.362,0.2327,0,1
2158,Kepler-628 b,53.2,8.4,897.901,Kepler-628,871.0,5868.0,1.407,0.1241,0,1
2159,Kepler-629 b,2.48,1.38,372.05,Kepler-629,816.0,5411.0,0.831,0.0712,0,1
2160,Kepler-63 b,120.0,6.11,194.033,Kepler-63,791.0,5578.0,0.886,0.08,0,1
2161,Kepler-630 b,10.2,3.18,839.784,Kepler-630,343.0,5761.0,1.044,0.5729,0,1
2162,Kepler-631 b,8.75,2.9,761.966,Kepler-631,828.0,6141.0,1.352,0.1447,0,1
2163,Kepler-632 b,5.52,2.21,349.0,Kepler-632,500.0,5324.0,0.853,0.1885,0,1
2164,Kepler-633 b,3.29,1.63,680.54,Kepler-633,1021.0,5877.0,1.265,0.0815,0,2
2165,Kepler-633 c,5.89,2.296,680.54,Kepler-633,725.0,5877.0,1.265,0.1618,0,2
2166,Kepler-634 b,4.23,1.89,888.027,Kepler-634,1309.0,6011.0,1.409,0.0578,0,1
2167,Kepler-635 b,7.46,2.64,1141.08,Kepler-635,802.0,6188.0,1.524,0.1764,0,1
2168,Kepler-636 b,18.1,4.45,310.301,Kepler-636,614.0,5303.0,0.817,0.1185,0,1
2169,Kepler-637 b,20.2,4.75,786.091,Kepler-637,1002.0,5460.0,3.231,0.1867,0,1
2170,Kepler-638 b,4.01,1.83,991.214,Kepler-638,1111.0,5460.0,1.346,0.0632,0,1
2171,Kepler-639 b,6.26,2.38,850.242,Kepler-639,957.0,5843.0,1.332,0.0966,0,1
2172,Kepler-640 b,7.08,2.56,557.787,Kepler-640,609.0,5629.0,0.943,0.1566,0,1
2173,Kepler-641 b,4.08,1.85,969.918,Kepler-641,926.0,5672.0,1.204,0.0879,0,1
2174,Kepler-642 b,8.75,2.9,781.582,Kepler-642,1810.0,6570.0,2.297,0.0589,0,1
2175,Kepler-643 b,321.0083,10.16,1063.58,Kepler-643,963.0,4877.0,2.595,0.126,0,1
2176,Kepler-644 b,10.1,3.15,1318.05,Kepler-644,1655.0,6432.0,1.584,0.0466,0,1
2177,Kepler-645 b,5.06,2.1,1173.57,Kepler-645,1730.0,6185.0,1.972,0.049,0,1
2178,Kepler-646 b,4.62,1.99,451.794,Kepler-646,632.0,5656.0,0.737,0.1149,0,1
2179,Kepler-647 b,1.71,1.17,1087.87,Kepler-647,788.0,5956.0,1.098,0.1222,0,2
2180,Kepler-647 c,15.1,4.001,1087.87,Kepler-647,644.0,5956.0,1.098,0.1827,0,2
2181,Kepler-648 b,10.5,3.22,636.03,Kepler-648,674.0,5679.0,0.972,0.1341,0,1
2182,Kepler-649 b,5.73,2.26,513.748,Kepler-649,564.0,5739.0,0.896,0.1805,0,1
2183,Kepler-65 b,2.4,1.42,303.728,Kepler-65,1740.0,6181.0,1.424,0.035,0,3
2184,Kepler-65 c,5.4,2.58,303.728,Kepler-65,1246.0,6181.0,1.424,0.068,0,3
2185,Kepler-65 d,4.14,1.52,303.728,Kepler-65,1117.0,6181.0,1.424,0.084,0,3
2186,Kepler-650 b,9.06,2.96,884.378,Kepler-650,1507.0,5827.0,1.447,0.0421,0,1
2187,Kepler-651 b,6.21,2.37,509.408,Kepler-651,574.0,5376.0,0.825,0.1409,0,1
2188,Kepler-652 b,6.76,2.49,394.55,Kepler-652,974.0,5328.0,0.865,0.0503,0,1
2189,Kepler-653 b,4.46,1.95,595.634,Kepler-653,819.0,5676.0,1.28,0.1197,0,2
2190,Kepler-653 c,0.399,0.78,595.634,Kepler-653,2078.0,5676.0,1.28,0.0186,0,2
2191,Kepler-654 b,4.94,2.07,974.124,Kepler-654,831.0,5817.0,1.171,0.1116,0,1
2192,Kepler-655 b,7.8,2.71,752.562,Kepler-655,588.0,6086.0,1.227,0.2559,0,1
2193,Kepler-656 b,9.91,3.12,890.352,Kepler-656,1569.0,5550.0,0.954,0.0232,0,1
2194,Kepler-657 b,12.2,3.52,1691.88,Kepler-657,616.0,5955.0,0.91,0.1654,0,1
2195,Kepler-658 b,3.29,1.63,388.384,Kepler-658,871.0,3736.0,0.525,0.0188,0,1
2196,Kepler-659 b,6.8,2.5,722.64,Kepler-659,513.0,4869.0,0.687,0.1204,0,1
2197,Kepler-66 b,8.25,2.8,1202.96,Kepler-66,699.0,5964.0,0.933,0.1352,0,1
2198,Kepler-660 b,7.13,2.57,568.431,Kepler-660,649.0,4856.0,0.696,0.0759,0,1
2199,Kepler-661 b,9.64,3.07,534.788,Kepler-661,678.0,4537.0,0.672,0.0585,0,1
2200,Kepler-662 b,5.39,2.18,815.637,Kepler-662,530.0,4954.0,0.828,0.1408,0,1
2201,Kepler-663 b,7.27,2.6,1063.09,Kepler-663,917.0,5339.0,0.847,0.0559,0,1
2202,Kepler-664 b,7.56,2.66,1210.12,Kepler-664,1406.0,6031.0,1.046,0.0374,0,1
2203,Kepler-665 b,7.27,2.6,612.838,Kepler-665,593.0,5015.0,0.826,0.1148,0,1
2204,Kepler-666 b,6.35,2.4,1508.71,Kepler-666,1133.0,6075.0,0.969,0.0542,0,1
2205,Kepler-667 b,20.1,4.73,2302.45,Kepler-667,516.0,5468.0,1.046,0.2288,0,1
2206,Kepler-668 b,7.75,2.7,784.618,Kepler-668,790.0,5592.0,0.787,0.0768,0,1
2207,Kepler-669 b,20.8,4.83,2063.41,Kepler-669,1243.0,6174.0,1.103,0.0529,0,1
2208,Kepler-67 b,8.96,2.94,1131.19,Kepler-67,602.0,5332.0,0.755,0.1171,0,1
2209,Kepler-670 b,,13.18,939.744,Kepler-670,1219.0,5532.0,0.955,0.0383,0,1
2210,Kepler-671 b,7.7,2.69,1168.26,Kepler-671,1012.0,5644.0,0.831,0.0503,0,1
2211,Kepler-672 b,6.8,2.5,1033.93,Kepler-672,529.0,5481.0,1.036,0.2163,0,1
2212,Kepler-673 b,34.8,6.54,918.21,Kepler-673,1023.0,5497.0,0.809,0.0455,0,1
2213,Kepler-674 b,3.5,1.69,342.254,Kepler-674,822.0,4149.0,0.564,0.028,0,1
2214,Kepler-675 b,6.53,2.44,665.68,Kepler-675,1070.0,5005.0,0.765,0.0325,0,1
2215,Kepler-676 b,9.48,3.04,295.196,Kepler-676,396.0,3688.0,0.473,0.0798,0,1
2216,Kepler-677 b,25.0,5.38,1954.08,Kepler-677,1015.0,5992.0,0.989,0.067,0,1
2217,Kepler-678 b,23.1,5.14,1826.15,Kepler-678,833.0,5485.0,0.867,0.0732,0,1
2218,Kepler-679 b,9.32,3.01,922.244,Kepler-679,677.0,5557.0,0.75,0.0983,0,1
2219,Kepler-68 b,7.65,2.354,144.166,Kepler-68,1140.0,5790.0,1.198,0.0617,0,2
2220,Kepler-68 c,2.04,0.92,144.166,Kepler-68,941.0,5790.0,1.198,0.09059,0,2
2221,Kepler-680 b,6.44,2.42,1492.48,Kepler-680,1147.0,5880.0,0.917,0.0469,0,1
2222,Kepler-681 b,9.69,3.08,686.923,Kepler-681,489.0,5129.0,0.763,0.1635,0,1
2223,Kepler-682 b,42.6,7.37,1979.25,Kepler-682,753.0,5795.0,0.919,0.1058,0,1
2224,Kepler-683 b,4.54,1.97,1023.07,Kepler-683,1332.0,5519.0,1.062,0.0355,0,1
2225,Kepler-684 b,11.2,3.36,1731.27,Kepler-684,812.0,5653.0,0.679,0.064,0,1
2226,Kepler-685 b,78.8,10.58,938.715,Kepler-685,1579.0,5539.0,1.106,0.0265,0,1
2227,Kepler-686 b,,12.15,1490.94,Kepler-686,1539.0,5934.0,0.893,0.0258,0,1
2228,Kepler-687 b,12.2,3.52,633.66,Kepler-687,518.0,4905.0,0.761,0.1326,0,1
2229,Kepler-688 b,68.7,9.76,1357.75,Kepler-688,1005.0,5557.0,0.774,0.046,0,1
2230,Kepler-689 b,8.7,2.89,1131.73,Kepler-689,536.0,5395.0,0.734,0.1449,0,1
2231,Kepler-69 b,5.65,2.24,730.625,Kepler-69,746.0,5637.0,0.943,0.094,0,2
2232,Kepler-69 c,3.57,1.71,730.625,Kepler-69,286.0,5637.0,0.943,0.64,1,2
2233,Kepler-690 b,29.6,5.95,1665.31,Kepler-690,964.0,5973.0,1.085,0.081,0,1
2234,Kepler-691 b,5.02,2.09,279.115,Kepler-691,460.0,3692.0,0.517,0.0649,0,1
2235,Kepler-692 b,9.85,3.11,991.336,Kepler-692,639.0,5601.0,0.999,0.1495,0,1
2236,Kepler-693 b,73.8,10.18,1151.51,Kepler-693,600.0,4986.0,0.833,0.1121,0,1
2237,Kepler-694 b,8.25,2.8,1023.06,Kepler-694,914.0,5776.0,0.849,0.0659,0,1
2238,Kepler-695 b,62.3,9.21,842.947,Kepler-695,1021.0,5035.0,0.791,0.0374,0,1
2239,Kepler-696 b,31.3,6.14,1416.44,Kepler-696,1234.0,6073.0,1.135,0.0535,0,1
2240,Kepler-697 b,16.0,4.13,1277.33,Kepler-697,1151.0,5727.0,0.978,0.0471,0,1
2241,Kepler-698 b,13.1,3.68,1995.57,Kepler-698,727.0,5878.0,0.987,0.1255,0,1
2242,Kepler-699 b,,14.11,2089.7,Kepler-699,554.0,5862.0,0.785,0.1711,0,1
2243,Kepler-7 b,140.16303,18.181,922.562,Kepler-7,1496.0,6036.0,1.909,0.06067,0,1
2244,Kepler-700 b,30.0,5.99,1491.76,Kepler-700,452.0,5510.0,1.238,0.3577,0,1
2245,Kepler-701 b,8.45,2.84,774.152,Kepler-701,777.0,5501.0,0.918,0.0895,0,1
2246,Kepler-702 b,61.8,9.17,992.071,Kepler-702,713.0,5386.0,0.793,0.088,0,1
2247,Kepler-703 b,51.1,8.2,1156.83,Kepler-703,1038.0,5815.0,0.877,0.0535,0,1
2248,Kepler-704 b,7.32,2.61,1228.83,Kepler-704,1121.0,5653.0,0.949,0.047,0,1
2249,Kepler-705 b,5.1,2.11,276.881,Kepler-705,233.0,3593.0,0.491,0.232,1,1
2250,Kepler-706 b,,13.17,886.667,Kepler-706,453.0,5522.0,0.747,0.2162,0,1
2251,Kepler-707 b,2.33,1.33,591.776,Kepler-707,1160.0,5265.0,0.81,0.0325,0,1
2252,Kepler-708 b,8.91,2.93,1394.22,Kepler-708,1221.0,5895.0,0.94,0.0426,0,1
2253,Kepler-709 b,8.85,2.92,664.843,Kepler-709,613.0,5239.0,0.826,0.1173,0,1
2254,Kepler-710 b,4.19,1.88,1448.34,Kepler-710,1174.0,5754.0,1.122,0.0524,0,1
2255,Kepler-711 b,11.5,3.41,624.575,Kepler-711,487.0,4919.0,0.721,0.1429,0,1
2256,Kepler-712 b,11.5,3.41,872.493,Kepler-712,521.0,5067.0,0.75,0.1378,0,2
2257,Kepler-712 c,21.0,4.85,872.493,Kepler-712,236.0,5067.0,0.75,0.6732,0,2
2258,Kepler-713 b,6.71,2.48,1089.87,Kepler-713,905.0,5849.0,0.919,0.0748,0,1
2259,Kepler-714 b,67.6,9.67,2083.37,Kepler-714,986.0,6214.0,1.076,0.0832,0,1
2260,Kepler-715 b,13.5,3.75,1327.44,Kepler-715,876.0,6063.0,1.001,0.0933,0,1
2261,Kepler-716 b,8.75,2.9,635.009,Kepler-716,720.0,5121.0,0.888,0.0873,0,2
2262,Kepler-716 c,2.52,1.393,635.009,Kepler-716,992.0,5121.0,0.888,0.046,0,2
2263,Kepler-717 b,6.44,2.42,2805.48,Kepler-717,1139.0,6007.0,0.961,0.052,0,1
2264,Kepler-718 b,41600.0,16.56,1302.33,Kepler-718,1497.0,5855.0,1.08,0.0322,0,1
2265,Kepler-719 b,54.5,8.52,2497.51,Kepler-719,998.0,5865.0,0.827,0.0556,0,1
2266,Kepler-720 b,53.4,8.41,1065.37,Kepler-720,1162.0,5560.0,1.21,0.0539,0,1
2267,Kepler-721 b,7.46,2.64,926.598,Kepler-721,850.0,5198.0,0.801,0.0583,0,1
2268,Kepler-722 b,7.41,2.63,1239.5,Kepler-722,1182.0,6077.0,0.999,0.0514,0,2
2269,Kepler-722 c,8.35,2.82,1239.5,Kepler-722,401.0,6077.0,0.999,0.4471,0,2
2270,Kepler-723 b,,12.19,1071.8,Kepler-723,1016.0,5655.0,0.794,0.0479,0,1
2271,Kepler-724 b,10.8,3.29,853.119,Kepler-724,1155.0,5609.0,0.944,0.0433,0,1
2272,Kepler-725 b,79.4,10.63,758.469,Kepler-725,472.0,5231.0,0.9,0.215,0,1
2273,Kepler-726 b,10.7,3.26,762.081,Kepler-726,543.0,5481.0,0.708,0.1406,0,1
2274,Kepler-727 b,6.94,2.53,831.842,Kepler-727,964.0,5431.0,0.884,0.0546,0,1
2275,Kepler-728 b,11.1,3.34,1765.23,Kepler-728,982.0,5897.0,0.891,0.0625,0,1
2276,Kepler-729 b,12.5,3.58,1921.15,Kepler-729,1273.0,6007.0,0.998,0.0432,0,1
2277,Kepler-730 b,,12.33,1935.04,Kepler-730,1062.0,6123.0,1.107,0.0694,0,2
2278,Kepler-730 c,3.09,1.569,1935.04,Kepler-730,1398.0,6123.0,1.107,0.03997,0,2
2279,Kepler-731 b,,13.88,1257.16,Kepler-731,1212.0,6033.0,1.046,0.0505,0,1
2280,Kepler-732 b,5.39,2.18,174.826,Kepler-732,407.0,3582.0,0.458,0.0691,0,2
2281,Kepler-732 c,2.15,1.27,174.826,Kepler-732,893.0,3582.0,0.458,0.0143,0,2
2282,Kepler-733 b,8.35,2.82,916.706,Kepler-733,595.0,5537.0,0.88,0.1483,0,1
